Q1_Vehicle_Year,Q2_Vehicle_Brand,Q3_Aesthetic_Style,Q4_Friction_Wobble,Q4_Friction_Aesthetic,Q4_Friction_Block,Q4_Friction_Degradation,Q5_Rattle_Severity_Scale,Q6_Module_MagSafe,Q6_Module_BeverageLock,Q6_Module_BagHook,Q6_Module_Telemetry,Q6_Module_Tray,Q7_Primary_Concern,Q8_Price_Too_Cheap,Q9_Price_Bargain,Q10_Price_Expensive,Q11_Price_Too_Expensive,Q12_Reserve_Slot_Intent,Q13_Vehicle_Text,Segment
2024,Land Rover,The Enthusiast/Builder,0,1,0,1,3,1,1,1,0,1,The Footprint,30,74,174,438,1,Land Rover Defender 110,Family_WorkMom
2020,Ford,The Enthusiast/Builder,1,1,0,0,4,1,0,1,1,0,The Rigidity,87,140,228,542,1,Ford Mustang GT500,Elite_Enthusiast
2022,Mercedes-Benz,The Functionalist,0,0,1,0,4,1,0,1,0,1,The Interaction,87,159,247,272,0,Mercedes GLE 53 AMG,Family_WorkMom
2022,Other,The Purist,0,0,0,0,3,0,1,1,0,1,The Footprint,48,200,296,321,0,Skoda Kushaq,Family_WorkMom
2024,Audi,The Enthusiast/Builder,1,1,1,1,2,1,0,0,1,0,The Footprint,65,149,194,219,1,Audi RS6 Avant,Tech_Purist
2018,Land Rover,The Functionalist,1,0,0,1,5,0,0,1,0,1,The Dash Fit,56,83,152,263,1,Range Rover Sport HSE,Family_WorkMom
2023,Audi,The Functionalist,1,1,0,1,4,1,1,0,1,0,The Rigidity,86,163,229,417,1,Audi A4 S-Line,Elite_Enthusiast
2018,Hyundai,The Functionalist,1,0,0,0,2,1,1,1,0,0,The Rigidity,19,66,81,136,0,Hyundai Tucson,Practical_Upgrader
2018,Toyota,The Functionalist,0,0,0,1,2,1,1,1,0,1,The Rigidity,43,53,123,209,0,Toyota Innova Crysta,Practical_Upgrader
2023,Jeep,The Functionalist,0,0,1,1,4,1,1,1,0,0,The Dash Fit,30,104,124,286,0,Jeep Gladiator Mojave,Family_WorkMom
2024,Audi,The Enthusiast/Builder,1,1,0,0,5,1,0,0,1,0,The Rigidity,89,109,450,485,1,Audi RS6 Avant,Elite_Enthusiast
2024,Tesla,The Functionalist,0,0,1,1,4,1,1,1,1,1,The Interaction,40,183,203,228,0,Tesla Model Y Performance,Family_WorkMom
2022,Mercedes-Benz,The Enthusiast/Builder,0,1,0,1,2,1,1,0,1,1,The Dash Fit,60,280,330,543,1,Mercedes GLE 53 AMG,Elite_Enthusiast
2021,Hyundai,The Functionalist,1,0,1,1,5,1,1,1,0,0,The Footprint,36,71,101,160,1,Hyundai Creta SX,Practical_Upgrader
2023,Ford,The Enthusiast/Builder,0,1,0,0,4,0,0,0,1,0,The Rigidity,92,136,294,483,1,Ford Raptor R,Elite_Enthusiast
2021,Tesla,The Purist,1,1,0,0,3,1,0,0,0,0,The Interaction,68,88,163,505,1,Tesla Model X,Tech_Purist
2018,Land Rover,The Purist,0,1,0,1,4,0,1,1,0,0,The Footprint,49,134,154,179,0,Range Rover Sport HSE,Family_WorkMom
2023,BMW,The Enthusiast/Builder,0,1,1,1,3,1,0,0,1,1,The Footprint,51,125,200,538,1,BMW X5 M,Tech_Purist
2025,Tesla,The Purist,1,1,1,1,5,1,0,0,0,1,The Footprint,70,233,276,301,1,Tesla Model 3 Long Range,Tech_Purist
2020,Kia,The Functionalist,1,1,1,1,5,1,1,0,0,1,The Dash Fit,45,55,106,126,1,Kia EV6,Practical_Upgrader
2024,Mercedes-Benz,The Enthusiast/Builder,0,0,0,0,4,1,0,1,1,0,The Rigidity,171,252,282,429,1,Mercedes EQS 580,Elite_Enthusiast
2023,Porsche,The Enthusiast/Builder,0,1,1,0,5,1,0,1,1,1,The Interaction,96,212,301,331,1,Porsche 911 Carrera S,Elite_Enthusiast
2023,BMW,The Enthusiast/Builder,1,1,0,1,5,1,0,0,1,0,The Rigidity,72,163,432,506,1,BMW X5 M,Elite_Enthusiast
2015,Hyundai,The Functionalist,0,0,0,0,5,1,0,1,0,1,The Rigidity,26,73,88,193,0,Hyundai i20 Sportz,Practical_Upgrader
2017,Honda,The Functionalist,0,1,1,0,2,1,1,1,1,1,The Rigidity,60,70,126,146,0,Honda Amaze,Practical_Upgrader
2023,Mercedes-Benz,The Purist,1,1,0,0,4,1,1,0,0,0,The Footprint,64,135,230,580,1,Mercedes EQS 580,Tech_Purist
2021,Porsche,The Purist,0,1,1,1,3,1,0,1,0,0,The Rigidity,60,160,185,415,0,Porsche Taycan Turbo,Tech_Purist
2022,Audi,The Enthusiast/Builder,0,1,0,0,5,1,0,0,1,0,The Footprint,93,114,139,360,1,Audi Q8 e-tron,Tech_Purist
2023,Audi,The Functionalist,1,1,0,1,1,0,0,1,1,1,The Dash Fit,90,203,450,480,1,Audi RS6 Avant,Elite_Enthusiast
2020,Honda,The Functionalist,0,0,0,1,3,1,1,0,0,0,The Dash Fit,25,42,105,171,0,Honda City ZX,Practical_Upgrader
2026,Audi,The Functionalist,0,1,0,0,3,1,0,0,0,0,The Footprint,45,144,235,303,0,Audi A4 S-Line,Family_WorkMom
2025,BMW,The Purist,1,0,1,1,3,1,0,0,0,0,The Footprint,39,92,112,324,1,BMW M3 Competition,Family_WorkMom
2023,BMW,The Enthusiast/Builder,0,1,1,1,4,0,1,1,1,1,The Rigidity,55,117,239,342,0,BMW 5 Series xDrive,Family_WorkMom
2023,Mercedes-Benz,The Enthusiast/Builder,1,1,1,1,5,1,0,1,0,0,The Footprint,87,166,196,374,1,Mercedes GLE 53 AMG,Elite_Enthusiast
2024,Porsche,The Enthusiast/Builder,1,1,1,0,5,1,0,0,1,1,The Dash Fit,91,131,386,416,1,Porsche 911 Carrera S,Elite_Enthusiast
2025,Porsche,The Purist,1,1,1,0,5,1,1,1,1,1,The Footprint,71,139,306,478,1,Porsche Taycan Turbo,Tech_Purist
2020,Porsche,The Enthusiast/Builder,1,1,0,1,4,1,0,1,1,0,The Rigidity,110,130,427,700,1,Porsche Taycan Turbo,Elite_Enthusiast
2023,Tesla,The Purist,0,0,0,0,4,1,0,1,0,1,The Interaction,57,144,187,212,1,Tesla Model S Plaid,Tech_Purist
2025,BMW,The Enthusiast/Builder,1,1,1,0,4,1,0,0,0,1,The Footprint,72,139,268,334,1,BMW 5 Series xDrive,Elite_Enthusiast
2021,Ford,The Functionalist,1,0,0,1,1,1,1,1,0,1,The Dash Fit,42,109,152,361,0,Ford Bronco Wildtrak,Family_WorkMom
2022,Audi,The Functionalist,0,1,1,1,4,0,0,1,0,0,The Dash Fit,69,200,297,325,1,Audi Q8 e-tron,Family_WorkMom
2022,BMW,The Purist,0,0,1,1,4,1,1,1,0,0,The Rigidity,43,121,224,249,0,BMW X5 M,Family_WorkMom
2022,Audi,The Purist,1,1,1,0,4,1,0,1,0,0,The Footprint,84,104,227,431,1,Audi RS6 Avant,Tech_Purist
2021,Jeep,The Functionalist,1,1,1,1,4,1,0,1,0,0,The Dash Fit,49,102,190,223,1,Jeep Grand Cherokee L,Family_WorkMom
2023,Mercedes-Benz,The Purist,1,0,1,0,4,1,0,0,1,0,The Footprint,94,114,269,413,1,Mercedes AMG C63,Tech_Purist
2018,Jeep,The Functionalist,0,0,1,0,2,1,1,0,0,1,The Footprint,39,112,145,486,0,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2020,Tesla,The Functionalist,0,1,0,1,2,1,0,0,0,1,The Dash Fit,47,110,169,242,0,Tesla Model S Plaid,Tech_Purist
2021,Toyota,The Functionalist,0,0,1,1,4,0,0,1,1,1,The Rigidity,53,71,103,123,0,Toyota Camry SE,Practical_Upgrader
2022,Audi,The Purist,1,1,0,0,3,0,0,0,1,0,The Footprint,87,107,310,335,1,Audi R8 V10,Tech_Purist
2023,Audi,The Purist,1,0,0,1,2,0,0,0,1,1,The Rigidity,74,205,387,533,1,Audi A4 S-Line,Elite_Enthusiast
2022,BMW,The Enthusiast/Builder,1,1,0,1,4,1,1,0,0,1,The Rigidity,65,143,313,345,1,BMW M4 CSL,Elite_Enthusiast
2025,Tesla,The Enthusiast/Builder,0,0,1,1,4,1,1,0,0,1,The Footprint,88,103,152,250,0,Tesla Model S Plaid,Family_WorkMom
2022,Porsche,The Purist,0,1,1,1,3,1,1,0,0,0,The Rigidity,40,88,295,368,1,Porsche Cayman 718 GT4,Tech_Purist
2023,Porsche,The Enthusiast/Builder,1,1,1,1,5,0,0,1,1,0,The Rigidity,144,260,340,489,1,Porsche Taycan Turbo,Elite_Enthusiast
2025,BMW,The Functionalist,0,1,0,1,4,0,1,1,0,1,The Footprint,55,70,122,309,0,BMW M4 CSL,Family_WorkMom
2025,Other,The Purist,0,1,0,1,3,1,0,0,1,1,The Interaction,80,146,187,483,1,Skoda Kushaq,Tech_Purist
2020,Land Rover,The Purist,1,0,1,1,4,1,1,1,0,1,The Dash Fit,91,152,283,308,0,Range Rover Sport HSE,Family_WorkMom
2025,Tesla,The Enthusiast/Builder,0,1,0,0,4,1,0,0,0,0,The Footprint,92,140,285,407,1,Tesla Model Y Performance,Tech_Purist
2023,Audi,The Enthusiast/Builder,1,0,1,1,5,1,1,0,1,0,The Interaction,86,126,291,599,1,Audi R8 V10,Elite_Enthusiast
2023,Mercedes-Benz,The Enthusiast/Builder,1,1,1,0,4,0,0,0,0,0,The Rigidity,78,214,372,407,1,Mercedes EQS 580,Elite_Enthusiast
2021,BMW,The Enthusiast/Builder,1,1,1,0,1,1,0,0,0,0,The Interaction,101,121,380,415,0,BMW M4 CSL,Tech_Purist
2019,Ford,The Enthusiast/Builder,0,1,1,1,4,1,1,1,1,1,The Footprint,54,80,194,278,1,Ford Mustang GT500,Family_WorkMom
2025,Tesla,The Purist,1,1,1,1,3,1,0,0,1,1,The Interaction,45,125,192,435,1,Tesla Model Y Performance,Tech_Purist
2022,Jeep,The Functionalist,1,0,1,1,5,1,1,1,0,1,The Rigidity,86,101,320,345,1,Jeep Gladiator Mojave,Family_WorkMom
2023,Audi,The Enthusiast/Builder,1,1,0,1,5,1,1,0,1,0,The Dash Fit,67,205,261,435,1,Audi Q8 e-tron,Elite_Enthusiast
2020,Maruti Suzuki,The Purist,0,1,0,0,4,0,0,0,0,1,The Footprint,29,47,123,143,0,Maruti Swift ZXI,Practical_Upgrader
2025,Tesla,The Purist,1,1,1,1,3,1,0,0,1,1,The Dash Fit,43,158,183,258,1,Tesla Model X,Tech_Purist
2022,Porsche,The Purist,1,1,0,0,3,1,0,0,0,0,The Rigidity,95,115,140,440,1,Porsche Macan GTS,Tech_Purist
2023,Jeep,The Purist,0,1,1,1,3,1,0,0,0,1,The Dash Fit,49,101,179,324,0,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2021,Tesla,The Purist,1,1,0,0,4,1,0,0,0,1,The Footprint,53,209,234,417,1,Tesla Model 3 Long Range,Tech_Purist
2024,Tesla,The Functionalist,0,1,0,1,3,1,0,0,0,0,The Rigidity,68,84,140,426,0,Tesla Model X,Family_WorkMom
2024,Mercedes-Benz,The Enthusiast/Builder,0,1,0,0,4,0,0,1,0,0,The Dash Fit,66,136,390,450,1,Mercedes EQS 580,Elite_Enthusiast
2023,Toyota,The Functionalist,1,0,0,1,2,0,0,0,0,0,The Dash Fit,19,101,116,136,0,Toyota Fortuner,Practical_Upgrader
2020,BMW,The Enthusiast/Builder,1,1,1,0,5,0,0,0,0,0,The Rigidity,97,197,450,480,1,BMW M4 CSL,Elite_Enthusiast
2014,Honda,The Functionalist,0,0,0,1,2,1,1,0,0,1,The Rigidity,42,75,95,187,0,Honda CR-V Sport,Practical_Upgrader
2020,Audi,The Functionalist,1,1,0,1,5,1,1,1,0,0,The Dash Fit,75,90,320,345,1,Audi RS6 Avant,Family_WorkMom
